society_id,orig_org_id,base_org_id,suffix
MICRO-1AD,123-MSB,123-MSB,DISCOM.1-AD.ARMY.MIL
MICRO-1AD,1-35-ARBN,1-35-ARBN,2-BDE.1-AD.ARMY.MIL
MICRO-1AD,47-FSB,47-FSB,DISCOM.1-AD.ARMY.MIL
MICRO-1AD,900-POL-SUPPLYCO,900-POL-SUPPLYCO,7-CSG.5-CORPS.ARMY.MIL
MICRO-1AD,USAEUR,USAEUR,MIL
